source_id,ra,dec,parallax,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,ruwe
405977905302040832,25.822991016539028,50.4717633217959,19.14124368791109,101.35227,41.320168,-41.27692001984789,-1.8899833258394456,18.145258,20.575296,16.664158,3.9111385,0.63657004,1.0701303
408588450848076544,27.858638093185192,54.79566937362301,16.207171287110036,72.46687,123.11897,-47.405770210166416,-113.62646886992611,18.570942,20.925222,17.072514,3.8527088,0.7084062,1.030923
445819288954989824,56.566195747409274,56.86769171509469,11.35783395999796,39.99928,82.83843,45.292377247786504,-69.35997831771935,19.288422,19.825027,18.808266,1.0167618,0.43758518,1.0448228
448483096389525632,50.92381511627876,55.84094193112609,10.32684073458259,26.633444,69.92393,67.92027239660976,16.619015989978237,19.525192,19.87821,18.972094,0.9061165,0.0,0.98455673
451210576716622336,38.94843389818264,50.70720926602474,14.407420830738358,49.133034,181.1662,158.6904736417158,87.39867121173796,18.97538,21.433899,17.48915,3.9447498,0.8597574,0.9793928
462070624863248256,49.552734137241615,59.497535796967846,10.810516087164412,28.459047,154.72653,46.83389635594668,-147.46825815540285,19.532286,21.711645,18.08601,3.6256351,0.67893475,0.99060506
462698789598718464,51.05861456654101,61.230401230277096,12.616994864616842,47.8711,79.76126,-54.21951133900074,-58.49874537234866,19.262161,19.713125,18.743511,0.969614,0.0,0.9916792
463592344663374336,48.69328096995357,61.37740655408063,11.293004314251503,23.713533,40.869297,-40.555124358589225,5.057786675177145,19.956503,21.756598,18.43271,3.3238869,0.9380149,1.0108396
480525034180803456,87.15281566854613,66.48168843683632,10.404793162260429,17.601492,255.80717,-158.24309686137823,-200.98864162373386,20.297373,20.910702,19.492882,1.41782,0.9383938,1.0449896
503422703132016384,77.09466279715545,74.7418395393035,22.01217067717491,117.284515,139.44781,-138.41325214650277,16.954738631051903,19.044361,19.547083,18.512892,1.0341911,0.0,0.99692464
507831027502174848,30.344626231133685,59.709809892116205,17.745359203902773,104.22181,68.90962,0.001312627562210622,-68.90961850927167,18.766512,19.304699,18.071398,1.2333012,0.0,1.0097005
508997124009268864,23.45791487364683,58.11577484558314,10.263291722908692,22.178217,78.99421,77.95043872563845,-12.798998756180765,20.09444,20.61265,19.366037,1.2466125,0.0648884,0.9991952
558285928175703424,79.45602843369554,83.07842247967906,16.927890299132216,135.51254,94.915955,-92.55759721129307,21.02688371692315,18.536028,18.99781,17.996626,1.0011845,0.0,0.95976
566511890059499136,13.360086522205743,81.1442402965523,11.546557318366528,58.353893,172.8876,168.9715448487114,36.58881402195988,19.273073,19.799189,18.674763,1.1244259,0.0,1.0127399
575009195093723264,71.1385086671459,87.21170418740702,12.723954776487846,48.478794,81.43239,-11.848900213944741,80.56573507957754,19.392471,19.917206,18.777508,1.139698,0.0,0.98679316
716010802461047552,137.64862394217874,37.748244255923765,13.976522681110676,14.373031,164.88232,-138.15585661563793,-89.99523207139075,20.489931,20.964775,19.796368,1.1684074,0.0,0.9857979
801407190530270464,146.16044388703855,40.264215407606834,12.455598206412379,39.14829,169.04424,7.552564657945176,-168.87543086725063,19.419834,19.843914,18.8439,1.0000134,0.12703122,1.0352145
808030648576069760,150.51720087536705,43.44559171621573,28.61788532022334,283.4277,114.41233,28.37946244421689,-110.83675831362987,17.77098,18.304995,17.078447,1.2265472,0.030700292,1.026514
834502662325632000,157.24178003797417,48.467551600833886,16.29960491652487,69.8906,108.79807,-105.18826983302476,-27.79295401601766,18.724031,21.44543,17.208567,4.236864,0.9876638,0.9841415
